Date,PC1,BTC Close,popular index
6/15/2017,-0.939341182,29145,13.79646885
6/16/2017,-0.958193015,28247,13.89973623
6/17/2017,-0.905069098,23079,13.63478163
6/18/2017,-0.776140622,22615,12.10996501
6/19/2017,-0.800228633,25447,11.97306197
6/20/2017,-0.737937691,28562,12.80864259
6/21/2017,-0.730983066,32491,13.72772228
6/22/2017,-0.82550264,30385,14.88697238
6/23/2017,-0.81033904,25673,14.2655978
6/24/2017,-0.786594193,24171,12.87532382
6/25/2017,-0.871276667,22222,12.43215923
6/26/2017,-0.949639459,25687,11.85710745
6/27/2017,-1.03464789,35577,12.87945451
6/28/2017,-0.933016912,45873,15.79749562
6/29/2017,-0.866162343,34271,18.83532689
6/30/2017,-0.932739137,26499,15.41216077
7/1/2017,-0.967391419,23015,13.11903483
7/2/2017,-1.033417779,24879,13.09108183
7/3/2017,-0.946826734,25546,13.64105439
7/4/2017,-0.918898565,25454,13.83785251
7/5/2017,-0.872993642,26835,13.81070794
7/6/2017,-0.845779368,27578,14.21817152
7/7/2017,-0.85494519,24291,14.43739341
7/8/2017,-0.971665107,21337,13.46756519
7/9/2017,-0.90471755,22075,12.5959885
7/10/2017,-0.958398016,26029,12.81373515
7/11/2017,-1.105919729,27965,13.98036149
7/12/2017,-1.161575826,27322,14.55157763
7/13/2017,-1.049769566,28320,14.3618607
7/14/2017,-1.106606577,24585,14.65632026
7/15/2017,-1.168963159,20377,13.55430979
7/16/2017,-1.294912559,20854,12.31274083
7/17/2017,-1.345633695,24527,12.45347952
7/18/2017,-1.205524528,29243,13.53719691
7/19/2017,-1.124775741,31101,14.92865109
7/20/2017,-1.208569954,32662,15.47685335
7/21/2017,-1.011286291,26503,15.93742587
7/22/2017,-1.04859763,23406,14.12021503
7/23/2017,-0.980647688,28733,13.20644624
7/24/2017,-1.005058563,28648,14.77817577
7/25/2017,-0.992971403,26829,14.75309655
7/26/2017,-1.083018312,27343,14.21640122
7/27/2017,-1.091557837,27907,14.36805674
7/28/2017,-1.076535001,24242,14.53446475
7/29/2017,-1.111582168,21545,13.45310776
7/30/2017,-1.087803144,35070,12.65735883
7/31/2017,-1.126537438,24947,16.64790544
8/1/2017,-1.090539675,53066,13.66111777
8/2/2017,-1.041340173,77020,22.95761907
8/3/2017,-1.071503717,31439,30.02523855
8/4/2017,-1.036453222,24554,16.57658014
8/5/2017,-1.032970221,26393,14.54516325
8/6/2017,-0.915251462,26523,15.08775957
8/7/2017,-0.914682193,34664,15.12611603
8/8/2017,-0.876704187,41798,17.52811528
8/9/2017,-0.793142695,37017,19.63299953
8/10/2017,-0.828014642,34824,18.22236712
8/11/2017,-0.820228568,32144,17.57532323
8/12/2017,-0.776405772,29789,16.78459015
8/13/2017,-0.768566618,38392,16.0897482
8/14/2017,-0.786215154,52910,18.6280604
8/15/2017,-0.74975872,48514,22.91159132
8/16/2017,-0.801963105,41717,21.61455303
8/17/2017,-0.70851765,38805,19.60910051
8/18/2017,-0.718368152,38499,18.74991591
8/19/2017,-0.749297169,35335,18.65963072
8/20/2017,-0.660245698,36346,17.7260936
8/21/2017,-0.645128409,37991,18.0243888
8/22/2017,-0.588462387,41910,18.50974549
8/23/2017,-0.545998255,40176,19.6660451
8/24/2017,-0.491144472,37747,19.15442899
8/25/2017,-0.472422077,35538,18.43775337
8/26/2017,-0.454938307,31638,17.78598868
8/27/2017,-0.332114375,29011,16.63529502
8/28/2017,-0.31554796,32545,15.86019957
8/29/2017,-0.293553447,35649,16.90290506
8/30/2017,-0.228922761,37497,17.81873919
8/31/2017,-0.173841217,40717,18.36399096
9/1/2017,-0.07497216,37745,19.31405085
9/2/2017,0.048826196,34203,18.43716327
9/3/2017,-0.187968636,33920,17.39209739
9/4/2017,-0.166105887,40423,17.30859834
9/5/2017,-0.413946818,40049,19.22730626
9/6/2017,-0.321806303,39593,19.11695768
9/7/2017,-0.180072011,39771,18.98241504
9/8/2017,-0.19803483,32450,19.03493388
9/9/2017,-0.34681171,29221,16.87487534
9/10/2017,-0.3704204,29004,15.92216
9/11/2017,-0.40576689,31487,15.85813422
9/12/2017,-0.416819115,36669,16.59074252
9/13/2017,-0.43167883,51285,18.11968984
9/14/2017,-0.56115204,46945,22.43213563
9/15/2017,-0.904991101,45844,21.15162012
9/16/2017,-0.687284308,35393,20.82677045
9/17/2017,-0.674804527,33829,17.74320648
9/18/2017,-0.659778952,39631,17.28174882
9/19/2017,-0.488056521,38494,18.99362693
9/20/2017,-0.568856156,34188,18.65815547
9/21/2017,-0.555251481,31065,17.38767165
9/22/2017,-0.675761713,28590,16.46623157
9/23/2017,-0.64243399,22355,15.73598367
9/24/2017,-0.56328997,23710,13.89634906
9/25/2017,-0.626454284,26521,14.29614134
9/26/2017,-0.519036926,26945,15.12552593
9/27/2017,-0.537845078,27887,15.25062698
9/28/2017,-0.418188448,26235,15.52856376
9/29/2017,-0.460153085,25139,15.04114172
9/30/2017,-0.514275898,21560,14.7177673
10/1/2017,-0.462079545,23638,13.66178458
10/2/2017,-0.47133199,26007,15.27489777
10/3/2017,-0.508280629,26996,15.9738704
10/4/2017,-0.550744959,29069,16.26567451
10/5/2017,-0.543741317,26853,16.87731245
10/6/2017,-0.502264821,24784,16.22348241
10/7/2017,-0.478763614,22487,15.61302467
10/8/2017,-0.451609172,23976,14.93529561
10/9/2017,-0.41225907,28288,15.37462455
10/10/2017,-0.48682047,29241,16.64687867
10/11/2017,-0.46335314,31418,16.92806099
10/12/2017,-0.434531894,45338,17.5703841
10/13/2017,-0.348433602,53804,21.67747532
10/14/2017,-0.24439465,40825,24.17536571
10/15/2017,-0.187685599,37131,20.34591622
10/16/2017,-0.198371818,41339,19.25600279
10/17/2017,-0.215551233,37203,20.49757174
10/18/2017,-0.317330199,34385,19.27724636
10/19/2017,-0.331300955,34379,18.44579643
10/20/2017,-0.339018686,39782,18.44402613
10/21/2017,-0.327458213,44661,20.03817943
10/22/2017,-0.357548024,40331,21.4777267
10/23/2017,-0.388065499,46345,20.20016169
10/24/2017,-0.419102587,43756,21.97459032
10/25/2017,-0.409212799,40927,21.21070676
10/26/2017,-0.392210796,39086,20.37601128
10/27/2017,-0.383901924,36708,19.83282486
10/28/2017,-0.406118139,31082,19.13119678
10/29/2017,-0.430964359,33836,17.47124741
10/30/2017,-0.342182765,42538,18.28381417
10/31/2017,-0.339785841,48178,20.85133628
11/1/2017,-0.331322749,56103,22.51541634
11/2/2017,-0.35549076,74790,25.85368488
11/3/2017,-0.326475326,64293,31.36727781
11/4/2017,-0.250432391,49914,28.27014156
11/5/2017,-0.250842644,48027,24.02762255
11/6/2017,-0.258375659,51778,23.47086385
11/7/2017,-0.297464974,51470,24.57759511
11/8/2017,-0.229752467,54912,24.48671981
11/9/2017,-0.116691308,54591,25.50228073
11/10/2017,-0.103550372,53492,25.40756979
11/11/2017,-0.231393602,44339,25.08331022
11/12/2017,-0.180056822,45229,22.38272071
11/13/2017,-0.057003017,54732,22.64531491
11/14/2017,-0.057505202,50079,25.4491718
11/15/2017,-0.011892526,46140,24.07630574
11/16/2017,0.060297286,49047,22.91410514
11/17/2017,0.173067235,62242,23.7718145
11/18/2017,0.144939658,48910,27.66499472
11/19/2017,0.233689974,44907,23.73139269
11/20/2017,0.271644602,58371,22.55030892
11/21/2017,0.387070835,61690,26.5228575
11/22/2017,0.349382668,53155,27.50212731
11/23/2017,0.533165589,47490,24.98387849
11/24/2017,0.535738731,45720,23.31242218
11/25/2017,0.67134436,44223,22.79018429
11/26/2017,0.90238059,65803,22.34849495
11/27/2017,0.92010659,123516,28.71566655
11/28/2017,1.007994741,144286,45.74386739
11/29/2017,1.037788419,262289,51.87204877
11/30/2017,0.974953922,212459,86.68879342
12/1/2017,1.137146546,167229,71.98646902
12/2/2017,1.386185237,111343,59.64137304
12/3/2017,1.359420953,107583,43.15222792
12/4/2017,1.400740065,161367,42.04284121
12/5/2017,1.470683169,159921,57.91179195
12/6/2017,1.376459207,179109,57.48515015
12/7/2017,1.422555971,331637,63.14656297
12/8/2017,1.692020526,344686,108.149897
12/9/2017,1.906472953,214245,112
12/10/2017,2.002405971,189621,73.51342771
12/11/2017,1.861534733,242875,66.24812496
12/12/2017,2.66103113,230521,81.96069939
12/13/2017,3.829066201,201431,78.31565592
12/14/2017,3.751854366,163855,69.73266141
12/15/2017,4.039015518,128830,58.6458755
12/16/2017,4.103537164,117337,48.31176127
12/17/2017,4.447635043,124072,44.92075556
12/18/2017,4.676057885,137631,46.907915
12/19/2017,5.103761223,156057,50.9084933
12/20/2017,4.907921856,164499,56.34507828
12/21/2017,4.975464932,141432,58.83588748
12/22/2017,5.101045236,164227,52.02997705
12/23/2017,3.993548096,145737,58.75563397
12/24/2017,4.353021341,109871,53.30016582
12/25/2017,4.065683875,116313,42.71791483
12/26/2017,4.135536209,126930,44.61862471
12/27/2017,4.620032455,99195,47.75116692
12/28/2017,4.528401754,92296,39.56796469
12/29/2017,4.309903971,91724,37.53241711
12/30/2017,4.857592862,83250,37.3636487
12/31/2017,4.148300113,67355,34.86339791
1/1/2018,4.64054525,65416,30.17358361
1/2/2018,4.677284774,85549,30.60148233
1/3/2018,5.450340494,91452,36.54171707
1/4/2018,5.976659799,86342,38.2833952
1/5/2018,5.933793954,79232,36.77569145
1/6/2018,5.931102088,79836,34.67788839
1/7/2018,6.443300128,79013,34.85609838
1/8/2018,6.579240214,87562,34.61327251
1/9/2018,5.941345168,91854,37.13565203
1/10/2018,5.802083474,99815,38.40200516
1/11/2018,5.699788495,88028,40.75089548
1/12/2018,5.089491034,75933,37.27314517
1/13/2018,5.517239363,65514,33.70451957
1/14/2018,5.917993152,57507,30.6303972
1/15/2018,5.407393434,63876,28.26793459
1/16/2018,5.019984888,74029,30.14710586
1/17/2018,3.46174826,89187,33.14274502
1/18/2018,3.652559237,70655,37.61510772
1/19/2018,3.915815077,58273,32.14724748
1/20/2018,4.00082021,50979,28.49394263
1/21/2018,4.540875965,47043,26.34185043
1/22/2018,3.828307576,53460,25.18053498
1/23/2018,3.509096637,48401,27.07386863
1/24/2018,3.479198543,50792,25.58121242
1/25/2018,3.721500649,53599,26.28667615
1/26/2018,3.622930382,45074,27.11488053
1/27/2018,3.505756388,39103,24.59958221
1/28/2018,3.659294307,39525,22.83784071
1/29/2018,4.11884817,41255,22.96235166
1/30/2018,3.751977354,39961,23.47278757
1/31/2018,3.131775268,44012,23.09099331
2/1/2018,3.253098098,47413,24.28623947
2/2/2018,2.61155373,52986,26.28970336
2/3/2018,2.292738059,44264,27.93401509
2/4/2018,2.690796842,42910,25.36059199
2/5/2018,2.049014688,56614,24.96109475
2/6/2018,1.344241201,57917,29.00445525
2/7/2018,1.822045475,42782,29.38890495
2/8/2018,1.698251594,40473,24.9233284
2/9/2018,2.101782345,40043,24.24205874
2/10/2018,2.48439375,33655,24.11518739
2/11/2018,2.469875772,33358,22.23041018
2/12/2018,2.1918617,42788,22.14278043
2/13/2018,2.548319848,37817,24.92509869
2/14/2018,2.381543611,34123,23.45840685
2/15/2018,3.138620116,36704,22.36849342
2/16/2018,3.267017085,31048,23.13001658
2/17/2018,3.335465408,28385,21.46121572
2/18/2018,3.613041596,26705,20.67549849
2/19/2018,3.197508297,26856,20.17981506
2/20/2018,3.452062634,38980,20.22436756
2/21/2018,3.293088899,24746,23.8015496
2/22/2018,2.937583229,23720,19.60181279
2/23/2018,2.624873997,20187,19.29909184
2/24/2018,2.853196875,18489,18.2566814
2/25/2018,2.679725677,23615,17.75568708
2/26/2018,2.750048265,24751,19.26811162
2/27/2018,2.932491722,27708,19.60328803
2/28/2018,2.926650087,23812,20.47574987
3/1/2018,2.722342891,19703,19.32623641
3/2/2018,2.928061469,28651,19.11387737
3/3/2018,2.89996924,17645,21.7539817
3/4/2018,2.941649814,17668,18.50666517
3/5/2018,3.075341761,18631,18.51345131
3/6/2018,2.973202042,31665,18.79758413
3/7/2018,2.689904698,25862,22.64326136
3/8/2018,2.313725499,18247,20.9310882
3/9/2018,2.051274948,18272,18.68428507
3/10/2018,2.168252757,15591,18.69166131
3/11/2018,1.944100767,20093,17.90063318
3/12/2018,2.236795687,21664,19.22894673
3/13/2018,2.031432146,20618,19.69246974
3/14/2018,1.988340166,18965,19.3838478
3/15/2018,1.536652233,19632,18.89613072
3/16/2018,1.534151938,17650,19.09292884
3/17/2018,1.537586852,14444,18.50814042
3/18/2018,1.255548751,16792,17.56221122
3/19/2018,1.304243926,28645,18.25498781
3/20/2018,1.498385241,22021,21.7522114
3/21/2018,1.581203708,26294,19.79780247
3/22/2018,1.570462152,32044,21.05854965
3/23/2018,1.440235356,26204,22.75508518
3/24/2018,1.514855173,14517,21.03199518
3/25/2018,1.362824644,12644,17.58374985
3/26/2018,1.35814512,25896,17.03112184
3/27/2018,1.130459838,20067,20.94111989
3/28/2018,0.899817355,25001,19.22127544
3/29/2018,0.889878154,17879,20.67705045
3/30/2018,0.526300899,18396,18.57570679
3/31/2018,0.506011693,12176,18.72824746
4/1/2018,0.500209929,13807,16.8930386
4/2/2018,0.420128286,18749,11.37426459
4/3/2018,0.520004591,18075,12.83239999
