Date,Open,High,Low,Close,Adj Close,Volume
4/7/2017,143.729996,144.179993,143.270004,143.339996,141.68306,16672200
4/10/2017,143.600006,143.880005,142.899994,143.169998,141.51503,18933400
4/11/2017,142.940002,143.350006,140.059998,141.630005,139.992844,30379400
4/12/2017,141.600006,142.149994,141.009995,141.800003,140.160873,20350000
4/13/2017,141.910004,142.380005,141.050003,141.050003,139.41954,17822900
4/17/2017,141.479996,141.880005,140.869995,141.830002,140.190521,16582100
4/18/2017,141.410004,142.039993,141.110001,141.199997,139.567795,14697500
4/19/2017,141.880005,142,140.449997,140.679993,139.053818,17328400
4/20/2017,141.220001,142.919998,141.160004,142.440002,140.793457,23319600
4/21/2017,142.440002,142.679993,141.850006,142.270004,140.625443,17320900
4/24/2017,143.5,143.949997,143.179993,143.639999,141.979584,17134300
4/25/2017,143.910004,144.899994,143.869995,144.529999,142.859299,18871500
4/26/2017,144.470001,144.600006,143.380005,143.679993,142.019119,20041200
4/27/2017,143.919998,144.160004,143.309998,143.789993,142.127869,14246300
4/28/2017,144.089996,144.300003,143.270004,143.649994,141.989456,20860400
5/1/2017,145.100006,147.199997,144.960007,146.580002,144.885605,33602900
5/2/2017,147.539993,148.089996,146.839996,147.509995,145.804855,45352200
5/3/2017,145.589996,147.490005,144.270004,147.059998,145.360062,45697000
5/4/2017,146.520004,147.139999,145.809998,146.529999,144.836182,23371900
5/5/2017,146.759995,148.979996,146.759995,148.960007,147.238113,27327700
5/8/2017,149.029999,153.699997,149.029999,153.009995,151.241272,48752400
5/9/2017,153.869995,154.880005,153.449997,153.990005,152.209961,39130400
5/10/2017,153.630005,153.940002,152.110001,153.259995,151.488388,25805700
5/11/2017,152.449997,154.070007,152.309998,153.949997,152.798523,27255100
5/12/2017,154.699997,156.419998,154.669998,156.100006,154.932449,32527000
5/15/2017,156.009995,156.649994,155.050003,155.699997,154.535416,26009700
5/16/2017,155.940002,156.059998,154.720001,155.470001,154.307144,20048500
5/17/2017,153.600006,154.570007,149.710007,150.25,149.12619,50767700
5/18/2017,151.270004,153.339996,151.130005,152.539993,151.399048,33568200
5/19/2017,153.380005,153.979996,152.630005,153.059998,151.915176,26960800
5/22/2017,154,154.580002,152.910004,153.990005,152.838211,22966400
5/23/2017,154.899994,154.899994,153.309998,153.800003,152.649643,19918900
5/24/2017,153.839996,154.169998,152.669998,153.339996,152.193069,19178000
5/25/2017,153.729996,154.350006,153.029999,153.869995,152.719101,19235600
5/26/2017,154,154.240005,153.309998,153.610001,152.46106,21701100
5/30/2017,153.419998,154.429993,153.330002,153.669998,152.520599,20126900
5/31/2017,153.970001,154.169998,152.380005,152.759995,151.617416,24451200
6/1/2017,153.169998,153.330002,152.220001,153.179993,152.034271,16404100
6/2/2017,153.580002,155.449997,152.889999,155.449997,154.287292,27770700
6/5/2017,154.339996,154.449997,153.460007,153.929993,152.778656,25331700
6/6/2017,153.899994,155.809998,153.779999,154.449997,153.294785,26624900
6/7/2017,155.020004,155.979996,154.479996,155.369995,154.207901,21069600
6/8/2017,155.25,155.539993,154.399994,154.990005,153.830734,21250800
6/9/2017,155.190002,155.190002,146.020004,148.979996,147.865692,64882700
6/12/2017,145.740005,146.089996,142.509995,145.419998,144.332306,72307300
6/13/2017,147.160004,147.449997,145.149994,146.589996,145.493561,34165400
6/14/2017,147.5,147.5,143.839996,145.160004,144.074265,31531200
6/15/2017,143.320007,144.479996,142.210007,144.289993,143.210754,32165400
6/16/2017,143.779999,144.5,142.199997,142.270004,141.205887,50361100
6/19/2017,143.660004,146.740005,143.660004,146.339996,145.245438,32541400
6/20/2017,146.869995,146.869995,144.940002,145.009995,143.925369,24900100
6/21/2017,145.520004,146.070007,144.610001,145.869995,144.778946,21265800
6/22/2017,145.770004,146.699997,145.119995,145.630005,144.540756,19106300
6/23/2017,145.130005,147.160004,145.110001,146.279999,145.185883,35439400
6/26/2017,147.169998,148.279999,145.380005,145.820007,144.72934,25692400
6/27/2017,145.009995,146.160004,143.619995,143.729996,142.654953,24761900
6/28/2017,144.490005,146.110001,143.160004,145.830002,144.739243,22082400
6/29/2017,144.710007,145.130005,142.279999,143.679993,142.605316,31499400
6/30/2017,144.449997,144.960007,143.779999,144.020004,142.942795,23024100
7/3/2017,144.880005,145.300003,143.100006,143.5,142.426682,14258300
7/5/2017,143.690002,144.789993,142.720001,144.089996,143.012253,21569600
7/6/2017,143.020004,143.5,142.410004,142.729996,141.66243,24128800
7/7/2017,142.899994,144.75,142.899994,144.179993,143.101578,19201700
7/10/2017,144.110001,145.949997,143.369995,145.059998,143.975006,21090600
7/11/2017,144.729996,145.850006,144.380005,145.529999,144.441483,19781800
7/12/2017,145.869995,146.179993,144.820007,145.740005,144.649918,24884500
7/13/2017,145.5,148.490005,145.440002,147.770004,146.664749,25199400
7/14/2017,147.970001,149.330002,147.330002,149.039993,147.925232,20132100
7/17/2017,148.820007,150.899994,148.570007,149.559998,148.441345,23793500
7/18/2017,149.199997,150.130005,148.669998,150.080002,148.957474,17868800
7/19/2017,150.479996,151.419998,149.949997,151.020004,149.890442,20923000
7/20/2017,151.5,151.740005,150.190002,150.339996,149.215515,17243700
7/21/2017,149.990005,150.440002,148.880005,150.270004,149.146042,26252600
7/24/2017,150.580002,152.440002,149.899994,152.089996,150.952423,21493200
7/25/2017,151.800003,153.839996,151.800003,152.740005,151.59758,18853900
7/26/2017,153.350006,153.929993,153.059998,153.460007,152.31218,15781000
7/27/2017,153.75,153.990005,147.300003,150.559998,149.433868,32476300
7/28/2017,149.889999,150.229996,149.190002,149.5,148.38179,17213700
7/31/2017,149.899994,150.330002,148.130005,148.729996,147.617554,19845900
8/1/2017,149.100006,150.220001,148.410004,150.050003,148.927689,35368600
8/2/2017,159.279999,159.75,156.160004,157.139999,155.964661,69936800
8/3/2017,157.050003,157.210007,155.020004,155.570007,154.406403,27097300
8/4/2017,156.070007,157.399994,155.690002,156.389999,155.220261,20559900
8/7/2017,157.059998,158.919998,156.669998,158.809998,157.622162,21870300
8/8/2017,158.600006,161.830002,158.270004,160.080002,158.88266,36205900
8/9/2017,159.259995,161.270004,159.110001,161.059998,159.855331,26131500
8/10/2017,159.899994,160,154.630005,155.320007,154.763657,40804300
8/11/2017,156.600006,158.570007,156.070007,157.479996,156.915909,26257100
8/14/2017,159.320007,160.210007,158.75,159.850006,159.27742,22122700
8/15/2017,160.660004,162.199997,160.139999,161.600006,161.021149,29465500
8/16/2017,161.940002,162.509995,160.149994,160.949997,160.373474,27671600
8/17/2017,160.520004,160.710007,157.839996,157.860001,157.29454,27940600
8/18/2017,157.860001,159.5,156.720001,157.5,156.935837,27428100
8/21/2017,157.5,157.889999,155.110001,157.210007,156.646881,26368500
8/22/2017,158.229996,160,158.020004,159.779999,159.207672,21604600
8/23/2017,159.070007,160.470001,158.880005,159.979996,159.406952,19399100
8/24/2017,160.429993,160.740005,158.550003,159.270004,158.699493,19818900
8/25/2017,159.649994,160.559998,159.270004,159.860001,159.287384,25480100
8/28/2017,160.139999,162,159.929993,161.470001,160.891617,25966000
8/29/2017,160.100006,163.119995,160,162.910004,162.326462,29516900
8/30/2017,163.800003,163.889999,162.610001,163.350006,162.764893,27269600
8/31/2017,163.639999,164.520004,163.479996,164,163.412552,26785100
9/1/2017,164.800003,164.940002,163.630005,164.050003,163.462372,16591100
9/5/2017,163.75,164.25,160.559998,162.080002,161.499435,29468500
9/6/2017,162.710007,162.990005,160.520004,161.910004,161.330048,21651700
9/7/2017,162.089996,162.240005,160.360001,161.259995,160.682358,21928500
9/8/2017,160.860001,161.149994,158.529999,158.630005,158.061798,28611500
9/11/2017,160.5,162.050003,159.889999,161.5,160.921509,31085900
9/12/2017,162.610001,163.960007,158.770004,160.860001,160.283798,71714000
9/13/2017,159.869995,159.960007,157.910004,159.649994,159.078125,44907400
9/14/2017,158.990005,159.399994,158.089996,158.279999,157.713043,23760700
9/15/2017,158.470001,160.970001,158,159.880005,159.307312,49114600
9/18/2017,160.110001,160.5,158,158.669998,158.101639,28269400
9/19/2017,159.509995,159.770004,158.440002,158.729996,158.161423,20810600
9/20/2017,157.899994,158.259995,153.830002,156.070007,155.510971,52951400
9/21/2017,155.800003,155.800003,152.75,153.389999,152.840561,37511700
9/22/2017,151.539993,152.270004,150.559998,151.889999,151.345932,46645400
9/25/2017,149.990005,151.830002,149.160004,150.550003,150.010727,44387300
9/26/2017,151.779999,153.919998,151.690002,153.139999,152.591446,36660000
9/27/2017,153.800003,154.720001,153.539993,154.229996,153.677551,25504200
9/28/2017,153.889999,154.279999,152.699997,153.279999,152.730957,22005500
9/29/2017,153.210007,154.130005,152,154.119995,153.567932,26299800
10/2/2017,154.259995,154.449997,152.720001,153.809998,153.259048,18698800
10/3/2017,154.009995,155.089996,153.910004,154.479996,153.926651,16230300
10/4/2017,153.630005,153.860001,152.460007,153.479996,152.930237,20163800
10/5/2017,154.179993,155.440002,154.050003,155.389999,154.833389,21283800
10/6/2017,154.970001,155.490005,154.559998,155.300003,154.743713,17407600
10/9/2017,155.809998,156.729996,155.490005,155.839996,155.281784,16262900
10/10/2017,156.059998,158,155.100006,155.899994,155.341553,15617000
10/11/2017,155.970001,156.979996,155.75,156.550003,155.989243,16905600
10/12/2017,156.350006,157.369995,155.729996,156,155.441208,16125100
10/13/2017,156.729996,157.279999,156.410004,156.990005,156.427673,16394200
10/16/2017,157.899994,160,157.649994,159.880005,159.307312,24121500
10/17/2017,159.779999,160.869995,159.229996,160.470001,159.895203,18997300
10/18/2017,160.419998,160.710007,159.600006,159.759995,159.187729,16374200
10/19/2017,156.75,157.080002,155.020004,155.979996,155.42128,42584200
10/20/2017,156.610001,157.75,155.960007,156.25,155.690308,23974100
10/23/2017,156.889999,157.690002,155.5,156.169998,155.610596,21984300
10/24/2017,156.289993,157.419998,156.199997,157.100006,156.537277,17757200
10/25/2017,156.910004,157.550003,155.270004,156.410004,155.849747,21207100
10/26/2017,157.229996,157.830002,156.779999,157.410004,156.846161,17000500
10/27/2017,159.289993,163.600006,158.699997,163.050003,162.465958,44454200
10/30/2017,163.889999,168.070007,163.720001,166.720001,166.122803,44700800
10/31/2017,167.899994,169.649994,166.940002,169.039993,168.434494,36046800
11/1/2017,169.869995,169.940002,165.610001,166.889999,166.292206,33637800
11/2/2017,166.600006,168.5,165.279999,168.110001,167.507828,41393400
11/3/2017,174,174.259995,171.119995,172.5,171.882111,59398600
11/6/2017,172.369995,174.990005,171.720001,174.25,173.625839,35026300
11/7/2017,173.910004,175.25,173.600006,174.809998,174.183823,24361500
11/8/2017,174.660004,176.240005,174.330002,176.240005,175.608719,24409500
11/9/2017,175.110001,176.100006,173.139999,175.880005,175.25,29482600
11/10/2017,175.110001,175.380005,174.270004,174.669998,174.669998,25145500
11/13/2017,173.5,174.5,173.399994,173.970001,173.970001,16982100
11/14/2017,173.039993,173.479996,171.179993,171.339996,171.339996,24782500
11/15/2017,169.970001,170.320007,168.380005,169.080002,169.080002,29158100
11/16/2017,171.179993,171.869995,170.300003,171.100006,171.100006,23637500
11/17/2017,171.039993,171.389999,169.639999,170.149994,170.149994,21899500
11/20/2017,170.289993,170.559998,169.559998,169.979996,169.979996,16262400
11/21/2017,170.779999,173.699997,170.779999,173.139999,173.139999,25131300
11/22/2017,173.360001,175,173.050003,174.960007,174.960007,25588900
11/24/2017,175.100006,175.5,174.649994,174.970001,174.970001,14026700
11/27/2017,175.050003,175.080002,173.339996,174.089996,174.089996,20716800
11/28/2017,174.300003,174.869995,171.860001,173.070007,173.070007,26428800
11/29/2017,172.630005,172.919998,167.160004,169.479996,169.479996,41666400
11/30/2017,170.429993,172.139999,168.440002,171.850006,171.850006,41527200
12/1/2017,169.949997,171.669998,168.5,171.050003,171.050003,39759300
12/4/2017,172.479996,172.619995,169.630005,169.800003,169.800003,32542400
12/5/2017,169.059998,171.520004,168.399994,169.639999,169.639999,27350200
12/6/2017,167.5,170.199997,166.460007,169.009995,169.009995,28560000
12/7/2017,169.029999,170.440002,168.910004,169.320007,169.320007,25673300
12/8/2017,170.490005,171,168.820007,169.369995,169.369995,23355200
12/11/2017,169.199997,172.889999,168.789993,172.669998,172.669998,35273800
12/12/2017,172.149994,172.389999,171.460007,171.699997,171.699997,19409200
12/13/2017,172.5,173.539993,172,172.270004,172.270004,23818400
12/14/2017,172.399994,173.130005,171.649994,172.220001,172.220001,20476500
12/15/2017,173.630005,174.169998,172.460007,173.970001,173.970001,40169300
12/18/2017,174.880005,177.199997,174.860001,176.419998,176.419998,29421100
12/19/2017,175.029999,175.389999,174.089996,174.539993,174.539993,27436400
12/20/2017,174.869995,175.419998,173.25,174.350006,174.350006,23475600
12/21/2017,174.169998,176.020004,174.100006,175.009995,175.009995,20949900
12/22/2017,174.679993,175.419998,174.5,175.009995,175.009995,16349400
12/26/2017,170.800003,171.470001,169.679993,170.570007,170.570007,33185500
12/27/2017,170.100006,170.779999,169.710007,170.600006,170.600006,21498200
12/28/2017,171,171.850006,170.479996,171.080002,171.080002,16480200
12/29/2017,170.520004,170.589996,169.220001,169.229996,169.229996,25999900
